10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10
10,02,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,02,10,10,02,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,02,10
10,10,10,00,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,00,10,10,10,10,10,10,00,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,00,10,10,10
10,10,10,00,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,00,10,10,10,10,10,10,00,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,00,10,10,10
10,00,00,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,00,00,10,10,00,00,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,00,00,10
10,00,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,00,10
10,00,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,00,10
10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,10
10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10
10,02,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,02,10,10,02,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,02,10
10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10
10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10
10,00,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,00,10
10,00,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,00,10
10,00,00,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,00,00,10,10,00,00,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,00,00,10
10,10,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,00,00,00,00,00,00,00,00,00,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,00,00,00,00,00,00,00,00,00,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10
00,00,00,00,00,00,00,00,00,00,10,10,10,10,10,10,10,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10,10,10,10,10,10,10,10,00,00,00,00,00,00,00,00,00,00
10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,00,00,00,00,00,00,00,00,00,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,00,00,00,00,00,00,00,00,00,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10
10,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,10
10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10
10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10
10,02,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,02,10,10,02,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,02,10
10,10,10,00,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,00,10,10,10,10,10,10,00,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,00,10,10,10
10,10,10,00,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,00,10,10,10,10,10,10,00,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,00,10,10,10
10,00,00,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,00,00,10,10,00,00,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,00,00,10
10,00,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,00,10
10,00,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,00,10
10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
